uid;____;______ _____;______ ____;_____ _____;_____ ____
10Ê173Ê296;02.03.2016 10:06;___ _________;0;________ 2015;399
10Ê109Ê288;29.04.2016 19:17;___ _________;0;_____ ______ 50;300
10Ê039Ê496;04.05.2016 8:48;________;400;___ _________;0
10Ê174Ê039;21.03.2016 14:00;___ _________;0;_____ ______ 70;350
10Ê175Ê894;29.04.2016 19:55;___ _________;0;_____ ______ 50;300
10Ê176Ê333;03.05.2016 14:44;___ _________;0;_____ ______ 50;300
10Ê176Ê386;05.05.2016 11:01;___ _________;0;________ 2015;399
10Ê176Ê133;29.04.2016 21:15;___ _________;0;________ 2015;399
10Ê176Ê337;03.05.2016 15:19;___ _________;0;________ 2015;399
10Ê184Ê851;16.11.2016 10:48;___ _________;0;_____ ______ 70;350
10Ê038Ê941;09.12.2016 9:21;________;400;___ _________;0
10Ê174Ê684;03.05.2016 15:28;___ _________;0;________ 2015;399
10Ê143Ê617;05.06.2015 10:16;___ _________;0;________ 2015;399
10Ê143Ê617;04.05.2016 8:51;________ 2015;399;___ _________;0
10Ê072Ê674;05.10.2016 10:27;___ _________;0;________ 2015;399
10Ê169Ê039;05.01.2017 12:00;________ 2015;399;___ _________;0
10Ê062Ê865;13.03.2013 16:17;___ _________;0;______ _____ 500 _________;380
10Ê021Ê679;21.03.2016 14:11;___ _________;0;_____ ______ 50;300
10Ê063Ê123;25.07.2014 13:57;_______;300;__600;600
10Ê137Ê640;03.05.2016 16:12;___ _________;0;________ 2015;399
10Ê171Ê767;03.05.2016 16:18;___ _________;0;________ 2015;399
10Ê063Ê290;24.12.2015 20:25;___ _________;0;________ 2015;399
10Ê148Ê383;01.10.2015 8:56;___ _________;0;________ 2015;399
10Ê040Ê484;03.05.2016 16:28;___ _________;0;_____ ______ 50;300
10Ê176Ê342;03.05.2016 17:38;___ _________;0;_____ ______ 50;300
10Ê059Ê157;21.03.2016 14:16;___ _________;0;___________ 50;250
10Ê043Ê181;03.05.2016 18:01;___ _________;0;_____ ______ 50;300
10Ê063Ê948;28.07.2014 20:18;___ _________;0;______ _____ 500 _________;380
10Ê064Ê044;10.12.2013 17:55;___ _________;0;______ _____ 500 _________;380
10Ê176Ê278;03.05.2016 18:14;___ _________;0;_____ ______ 70;350
10Ê064Ê294;16.01.2013 18:19;___ _________;0;______ _____ 600 _________;480
10Ê064Ê294;03.02.2014 12:22;______ _____ 600 _________;480;_______;629
10Ê176Ê308;06.05.2016 10:12;________ 2015;399;_____ ______ 70;350
10Ê161Ê153;08.11.2016 10:16;___ _________;0;_____ ______ 70;350
10Ê066Ê232;03.05.2016 18:29;___ _________;0;___________ 50;250
10Ê064Ê735;07.04.2014 11:57;___ _________;0;______ _____ 500 _________;380
10Ê176Ê309;03.05.2016 19:28;___ _________;0;_____ ______ 70;350
10Ê132Ê114;22.03.2016 11:44;___ _________;0;________ 2015;399
10Ê184Ê491;09.11.2016 11:22;___ _________;0;_____ ______ 50;300
10Ê090Ê683;26.12.2015 14:45;___ _________;0;________ 2015;399
10Ê170Ê983;11.01.2017 9:03;________ 2015;399;___ _________;0
10Ê065Ê249;14.12.2012 16:36;___ _________;0;______ _____ 500 _________;380
10Ê065Ê358;01.10.2013 15:53;___ _________;0;______ _____ 600 ____;480
10Ê032Ê842;31.12.2015 10:12;___ _________;0;_____ ______ 70;350
10Ê173Ê041;01.03.2016 11:47;___ _________;0;_____ ______ 70;350
10Ê094Ê264;22.03.2016 11:49;___ _________;0;_____ ______ 50;300
10Ê118Ê168;21.03.2016 14:44;___ _________;0;_____ ______ 50;300
10Ê175Ê825;15.09.2016 9:21;___ _________;0;_____ ______ 50;300
10Ê065Ê878;24.05.2012 21:13;______ _____ 700;700;______ _____ 700 _________;580
10Ê176Ê425;05.05.2016 11:24;___ _________;0;_____ ______ 50;300
10Ê141Ê145;10.08.2016 11:20;___ _________;0;________ 2015;399
10Ê066Ê035;19.05.2012 13:56;______ _____ 500;500;______ _____ 600 _________;480
10Ê080Ê117;22.03.2016 11:52;___ _________;0;_____ ______ 50;300
10Ê066Ê273;05.03.2014 11:01;___ _________;0;_______;300
10Ê066Ê280;24.07.2012 11:20;______ _____ 500;500;______ _____ 500 _________;380
10Ê066Ê280;24.11.2012 14:25;______ _____ 500 _________;380;______ _____ 600 _________;480
10Ê173Ê929;21.03.2016 14:53;___ _________;0;________ 2015;399
10Ê066Ê469;07.06.2012 15:43;__ _____ 10;300;_______;300
10Ê066Ê469;18.08.2014 17:24;________;400;__600;600
10Ê148Ê383;04.03.2016 10:52;________ 2015;399;___ _________;0
10Ê066Ê389;21.11.2012 14:49;___ _________;0;______ _____ 500 _________;380
10Ê185Ê072;24.11.2016 9:55;___ _________;0;_____ ______ 50;300
10Ê176Ê400;05.05.2016 11:29;___ _________;0;________ 2015;399
10Ê176Ê370;04.05.2016 9:58;___ _________;0;________ 2015;399
10Ê176Ê423;05.05.2016 12:02;___ _________;0;_____ ______ 70;350
10Ê174Ê073;22.03.2016 12:02;___ _________;0;_____ ______ 70;350
10Ê138Ê632;07.02.2016 13:03;___ _________;0;_____ ______ 70;350
10Ê115Ê958;22.03.2016 12:08;___ _________;0;_____ ______ 50;300
10Ê176Ê320;03.05.2016 16:26;___ _________;0;________ 2015;399
10Ê176Ê320;04.05.2016 10:07;________ 2015;399;_____ ______ 50;300
10Ê090Ê831;05.05.2016 12:20;___ _________;0;_____ ______ 50;300
10Ê067Ê725;20.05.2014 12:47;___ _________;0;______ _____ 500 _________;380
10Ê080Ê251;21.03.2016 15:17;___ _________;0;_____ ______ 50;300
10Ê067Ê971;23.08.2013 13:06;______ _____ 600 _________;480;_______;629
10Ê068Ê186;01.04.2012 0:05;______ _____ 700;700;______ _____ 500;500
10Ê068Ê186;21.05.2012 15:13;______ _____ 500;500;______ _____ 500 _________;380
10Ê068Ê186;21.01.2013 12:49;______ _____ 500 _________;380;______ _____ 700 _________;580
10Ê068Ê186;20.01.2014 10:03;______ _____ 700 _________;580;__________;679
10Ê176Ê378;05.05.2016 12:23;___ _________;0;_____ ______ 50;300
10Ê129Ê328;23.10.2015 9:53;___ _________;0;________ 2015;399
10Ê129Ê328;04.05.2016 10:12;________ 2015;399;___ _________;0
10Ê176Ê351;05.05.2016 12:33;___ _________;0;_______ _______ 70;350
10Ê181Ê717;15.09.2016 9:28;___ _________;0;________ 2015;399
10Ê068Ê505;01.09.2012 0:05;_______;300;_______;300
10Ê176Ê350;04.05.2016 10:22;___ _________;0;_____ ______ 50;300
10Ê175Ê631;23.04.2016 16:52;___ _________;0;_____ ______ 70;350
10Ê176Ê290;04.05.2016 10:25;___ _________;0;________ 2015;399
10Ê176Ê422;05.05.2016 12:56;___ _________;0;________ 2015;399
10Ê175Ê288;20.04.2016 16:49;___ _________;0;_____ ______ 50;300
10Ê135Ê809;30.12.2016 9:09;________ 2015;399;_____ ______ 70;350
10Ê069Ê495;02.04.2014 19:18;___ _________;0;______ _____ 500 _________;380
10Ê172Ê772;22.03.2016 12:11;___ _________;0;_____ ______ 70;350
10Ê176Ê259;30.04.2016 17:33;___ _________;0;_____ ______ 50;300
10Ê173Ê279;02.03.2016 10:08;___ _________;0;_____ ______ 50;300
10Ê069Ê838;06.03.2012 20:02;______ _____ 500;500;______ _____ 600;600
10Ê070Ê056;14.03.2012 12:47;__ _____ 10;300;______ _____ 600;600
10Ê166Ê174;25.10.2015 10:24;___ _________;0;________ 2015;399
10Ê070Ê174;28.08.2013 16:51;___ _________;0;______ _____ 600 _________;480
10Ê166Ê174;04.05.2016 10:43;________ 2015;399;___ _________;0
10Ê174Ê044;21.03.2016 15:29;___ _________;0;_____ ______ 70;350
10Ê079Ê930;14.08.2016 9:28;___ _________;0;_____ ______ 50;300
10Ê063Ê290;25.12.2015 14:42;________ 2015;399;_____ ______ 50;300
10Ê070Ê999;17.12.2013 14:23;___ _________;0;______ _____ 600 _________;480
10Ê071Ê004;20.05.2012 20:09;______ _____ 600;600;______ _____ 600 _________;480
10Ê026Ê711;28.01.2016 10:41;___ _________;0;________ 2015;399
10Ê176Ê612;11.05.2016 10:31;___ _________;0;________ 2015;399
10Ê176Ê379;05.05.2016 13:23;___ _________;0;_____ ______ 50;300
10Ê170Ê289;11.01.2016 16:58;___ _________;0;_____ ______ 70;350
10Ê170Ê289;06.05.2016 10:20;_____ ______ 70;350;________ 2015;399
10Ê174Ê058;21.03.2016 15:34;___ _________;0;________ 2015;399
10Ê172Ê691;18.02.2016 12:23;___ _________;0;_____ ______ 50;300
10Ê165Ê372;15.10.2015 14:32;___ _________;0;________ 1 ____;800
10Ê105Ê538;04.05.2016 11:03;___ _________;0;_____ ______ 50;300
10Ê071Ê614;26.02.2014 14:44;___ _________;0;_______;300
10Ê071Ê742;21.12.2012 11:57;___ _________;0;______ _____ 500 _________;380
10Ê185Ê526;01.12.2016 12:09;___ _________;0;_____ ______ 50;300
10Ê176Ê454;06.05.2016 10:22;___ _________;0;_____ ______ 50;300
10Ê172Ê648;26.02.2016 11:53;___ _________;0;_____ ______ 50;300
10Ê176Ê355;04.05.2016 11:20;___ _________;0;_____ ______ 70;350
10Ê142Ê088;10.05.2016 10:03;___ _________;0;_____ ______ 70;350
10Ê072Ê347;05.08.2013 20:13;_______;300;______ _____ 500 _________;380
10Ê072Ê347;27.08.2014 20:21;______ _____ 500 _________;380;__600;600
10Ê162Ê392;24.12.2015 14:18;___________ 50;250;________ 2015;399
10Ê072Ê360;27.03.2013 9:00;_______;300;______ _____ 500 _________;380
10Ê036Ê782;05.05.2016 13:48;___ _________;0;_____ ______ 50;300
10Ê072Ê386;04.04.2013 12:13;___ _________;0;______ _____ 500 _________;380
10Ê036Ê648;04.05.2016 11:27;___ _________;0;_____ ______ 50;300
10Ê162Ê392;21.03.2016 15:51;________ 2015;399;___ _________;0
10Ê182Ê087;17.09.2016 16:29;___ _________;0;________ 2015;399
10Ê054Ê672;20.07.2016 12:13;___ _________;0;_____ ______ 50;300
10Ê072Ê873;28.03.2013 16:27;___ _________;0;______ _____ 700 _________;580
10Ê072Ê964;01.11.2012 18:17;___ _________;0;______ _____ 500 _________;380
10Ê174Ê271;19.07.2016 9:30;___ _________;0;_____ ______ 50;300
10Ê072Ê964;07.10.2013 17:51;______ _____ 500 _________;380;______ _____ 600 _________;480
10Ê026Ê147;05.05.2016 14:16;___ _________;0;________ 2015;399
10Ê176Ê366;04.05.2016 11:39;___ _________;0;________ 2015;399
10Ê125Ê558;22.03.2016 12:21;___ _________;0;_____ ______ 70;350
10Ê176Ê465;06.05.2016 10:41;___ _________;0;_____ ______ 50;300
10Ê023Ê491;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê043Ê321;04.05.2016 11:41;___ _________;0;_____ ______ 70;350
10Ê139Ê524;21.03.2016 16:01;___ _________;0;________ 2015;399
10Ê183Ê227;01.11.2016 11:12;___ _________;0;________ 200 ____;449
10Ê066Ê232;30.03.2016 19:22;______ _____ 500 _________;380;___________ 50;250
10Ê066Ê232;04.05.2016 11:43;___________ 50;250;___ _________;0
10Ê073Ê519;26.08.2014 17:20;______ _____ 500 _________;380;__600;600
10Ê073Ê438;19.10.2012 13:44;___ _________;0;______ _____ 500 _________;380
10Ê036Ê059;23.11.2014 19:37;______ _____ 500 _________;380;________;400
10Ê036Ê059;22.03.2016 12:26;________;400;___ _________;0
10Ê175Ê724;05.05.2016 14:26;___ _________;0;_____ ______ 50;300
10Ê073Ê744;20.10.2013 11:17;___ _________;0;_______;300
10Ê073Ê744;01.12.2013 1:20;______ _____ 500 _________;380;_______;300
10Ê073Ê744;29.01.2014 15:07;_______;300;______ _____ 500 _________;380
10Ê167Ê561;21.03.2016 16:05;___ _________;0;________ 2015;399
10Ê175Ê258;12.04.2016 14:06;___ _________;0;________ 2015;399
10Ê175Ê258;04.05.2016 11:45;________ 2015;399;___ _________;0
10Ê073Ê027;05.05.2016 14:32;___ _________;0;_____ ______ 70;350
10Ê176Ê372;04.05.2016 11:45;___ _________;0;_____ ______ 50;300
10Ê174Ê001;21.03.2016 16:06;___ _________;0;_____ ______ 50;300
10Ê176Ê446;05.05.2016 14:35;___ _________;0;_____ ______ 50;300
10Ê074Ê504;01.09.2013 0:22;______ _____ 500 _________;380;_______;300
10Ê074Ê504;14.10.2013 16:57;_______;300;______ _____ 500 _________;380
10Ê070Ê288;27.02.2016 14:18;___ _________;0;________;435
10Ê074Ê504;14.05.2012 20:22;______ _____ 500;500;______ _____ 500 _________;380
10Ê185Ê800;27.12.2016 11:20;___ _________;0;_____ ______ 70;350
10Ê074Ê775;08.02.2014 19:01;_______;300;______ _____ 500 _________;380
10Ê024Ê836;04.05.2016 12:14;___ _________;0;________ 2015;399
10Ê074Ê775;01.11.2013 1:20;______ _____ 500 _________;380;_______;300
10Ê176Ê316;04.05.2016 12:30;___ _________;0;_____ ______ 70;350
10Ê035Ê245;23.03.2016 11:11;___ _________;0;_____ ______ 50;300
10Ê153Ê281;10.07.2015 20:53;________;400;_____ ______ 70;350
10Ê153Ê281;21.03.2016 16:16;_____ ______ 70;350;___ _________;0
10Ê075Ê162;30.01.2014 11:41;___ _________;0;______ _____ 500 _________;380
10Ê075Ê593;21.04.2013 14:29;___ _________;0;______ _____ 700 _________;580
10Ê176Ê314;04.05.2016 13:08;___ _________;0;________ 2015;399
10Ê176Ê352;04.05.2016 13:11;___ _________;0;_____ ______ 70;350
10Ê056Ê464;06.05.2016 10:49;___ _________;0;_____ ______ 70;350
10Ê042Ê270;18.09.2016 10:37;___ _________;0;________;400
10Ê076Ê145;24.04.2014 13:35;___ _________;0;______ _____ 500 _________;380
10Ê076Ê160;19.11.2013 15:35;___ _________;0;______ _____ 600 ____;480
10Ê076Ê580;23.06.2013 11:40;___ _________;0;_______;300
10Ê076Ê580;24.06.2013 19:59;_______;300;______ _____ 500 _________;380
10Ê076Ê580;19.08.2014 12:05;______ _____ 500 _________;380;__600;600
10Ê149Ê273;22.03.2016 12:52;___ _________;0;_____ ______ 50;300
10Ê176Ê364;04.05.2016 13:46;___ _________;0;_____ ______ 70;350
10Ê025Ê753;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê138Ê341;02.06.2016 10:08;___ _________;0;________;400
10Ê077Ê193;25.03.2014 11:24;___ _________;0;______ _____ 500 _________;380
10Ê134Ê550;06.05.2016 10:53;___ _________;0;___________ 50;250
10Ê077Ê520;04.06.2012 15:16;_______;300;______ _____ 500 _________;380
10Ê036Ê469;18.10.2016 10:27;___ _________;0;_____ ______ 70;350
10Ê078Ê242;24.04.2013 12:13;___ _________;0;_______;300
10Ê078Ê216;11.10.2013 20:48;_______+;500;______ _____ 500 _________;380
10Ê142Ê727;21.03.2016 16:55;___ _________;0;________ 2015;399
10Ê078Ê491;17.03.2014 18:36;______ _____ 500 _________;380;______ _____ 600 _________;480
10Ê078Ê565;03.10.2012 10:58;______ _____ 500 _________;380;______ _____ 500 _________;380
10Ê028Ê267;08.12.2015 10:59;___ _________;0;________ 2015;399
10Ê028Ê267;22.03.2016 13:24;________ 2015;399;___ _________;0
10Ê124Ê299;04.05.2016 14:04;___ _________;0;________ 2015;399
10Ê173Ê290;02.03.2016 18:43;___ _________;0;________ 2015;399
10Ê173Ê290;04.05.2016 14:08;________ 2015;399;_____ ______ 70;350
10Ê079Ê080;12.08.2013 19:59;___ _________;0;_______;300
10Ê079Ê036;19.03.2014 19:21;___ _________;0;______ _____ 600 _________;480
10Ê079Ê103;31.07.2012 9:44;______ _____ 500 _________;380;______ _____ 600 _________;480
10Ê177Ê044;20.05.2016 10:57;___ _________;0;_____ ______ 50;300
10Ê169Ê702;23.12.2015 10:02;___ _________;0;_____ ______ 50;300
10Ê079Ê462;03.04.2014 9:36;___ _________;0;______ _____ 600 _________;480
10Ê089Ê552;17.04.2016 9:17;___ _________;0;________ 2015;399
10Ê079Ê483;31.05.2013 12:25;_______;300;______ _____ 500 _________;380
10Ê079Ê483;25.08.2014 13:33;______ _____ 500 _________;380;__600;600
10Ê174Ê055;22.03.2016 13:25;___ _________;0;________ 2015;399
10Ê079Ê575;06.08.2013 13:53;___ _________;0;______ _____ 500 _________;380
10Ê079Ê749;31.08.2012 18:36;______ _____ 500 _________;380;______ _____ 600 _________;480
10Ê079Ê749;13.11.2013 22:13;______ _____ 600 _________;480;______ _____ 600 _________;480
10Ê079Ê749;29.11.2013 18:04;______ _____ 600 _________;480;______ _____ 600 ____;480
10Ê182Ê731;06.10.2016 10:12;___ _________;0;________ 2015;399
10Ê079Ê878;11.01.2013 11:20;_______;300;______ _____ 500 _________;380
10Ê080Ê092;30.12.2012 11:54;___ _________;0;______ _____ 500 _________;380
10Ê180Ê490;25.08.2016 9:51;___ _________;0;________ 2015;399
10Ê172Ê341;15.03.2016 10:14;______ _____ 600 _________;480;________;400
10Ê172Ê341;21.03.2016 17:24;________;400;___________ 50;250
10Ê172Ê071;09.02.2016 11:34;___ _________;0;________ 2015;399
10Ê080Ê241;12.03.2014 15:38;___ _________;0;______ _____ 500 _________;380
10Ê174Ê043;21.03.2016 17:52;___ _________;0;________ 2015;399
10Ê173Ê963;21.03.2016 17:55;___ _________;0;_____ ______ 50;300
10Ê080Ê947;07.05.2014 14:48;_______;300;______ _____ 500 _________;380
10Ê185Ê772;07.12.2016 11:09;___ _________;0;_____ ______ 70;350
10Ê080Ê947;01.05.2014 0:10;______ _____ 500 _________;380;_______;300
10Ê173Ê852;21.03.2016 18:05;___ _________;0;_____ ______ 50;300
10Ê119Ê767;04.08.2016 10:48;________;400;___ _________;0
10Ê176Ê347;04.05.2016 14:35;___ _________;0;_____ ______ 70;350
10Ê162Ê049;21.01.2016 11:49;___ _________;0;________ 2015;399
10Ê035Ê724;23.03.2016 11:13;___ _________;0;_____ ______ 50;300
10Ê025Ê372;21.03.2016 18:47;___ _________;0;_____ ______ 50;300
10Ê151Ê866;23.06.2016 9:17;________ 2015;399;___ _________;0
10Ê115Ê649;21.03.2016 19:04;___ _________;0;________ 2015;399
10Ê175Ê605;19.04.2016 10:34;___ _________;0;________ 2015;399
10Ê082Ê609;27.05.2014 12:27;______ _____ 600 _________;480;______ _____ 600 ____;480
10Ê173Ê084;21.03.2016 19:57;___ _________;0;_____ ______ 70;350
10Ê082Ê673;06.12.2012 14:59;___ _________;0;______ _____ 500 _________;380
10Ê090Ê612;20.11.2016 8:58;___ _________;0;_____ ______ 70;350
10Ê082Ê947;11.01.2013 10:49;_______;300;______ _____ 500 _________;380
10Ê014Ê013;14.02.2016 10:50;___ _________;0;_____ ______ 50;300
10Ê174Ê059;21.03.2016 20:11;___ _________;0;________ 2015;399
10Ê171Ê009;21.01.2016 11:48;___ _________;0;_____ ______ 70;350
10Ê083Ê428;08.10.2013 11:15;___ _________;0;______ _____ 600 ____;480
10Ê027Ê619;29.12.2015 10:30;___ _________;0;________ 2015;399
10Ê083Ê509;29.04.2013 11:23;______ _____ 500 _________;380;______ _____ 600 _________;480
10Ê176Ê334;10.05.2016 10:23;___ _________;0;_____ ______ 70;350
10Ê153Ê146;10.01.2017 11:26;___ _________;0;_____ ______ 50;300
10Ê173Ê394;04.03.2016 9:47;___ _________;0;________ 2015;399
10Ê174Ê015;21.03.2016 20:54;___ _________;0;_____ ______ 70;350
10Ê141Ê761;07.04.2015 18:49;___ _________;0;________;400
10Ê020Ê305;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê020Ê305;04.05.2016 14:52;_______ _______ 70;350;___ _________;0
10Ê141Ê761;22.03.2016 13:41;________;400;___ _________;0
10Ê079Ê234;23.12.2014 17:24;___ _________;0;________;400
10Ê023Ê491;12.10.2016 10:50;_______ _______ 70;350;___ _________;0
10Ê079Ê234;22.03.2016 13:43;________;400;________ 2015;399
10Ê059Ê070;23.03.2016 11:29;___________ 50;250;________ 2015;399
10Ê126Ê385;15.09.2016 18:12;________;400;___________ 50;250
10Ê174Ê799;03.05.2016 12:08;_____ ______ 70;350;_____ ______ 50;300
10Ê175Ê309;13.04.2016 11:58;___ _________;0;_____ ______ 50;300
10Ê174Ê799;04.05.2016 14:55;_____ ______ 50;300;___________ 50;250
10Ê174Ê180;23.03.2016 11:35;___ _________;0;________ 2015;399
10Ê085Ê002;29.11.2012 13:23;___ _________;0;_______;300
10Ê085Ê002;30.07.2014 18:01;_______;300;______ _____ 500 _________;380
10Ê085Ê002;31.07.2014 17:15;______ _____ 500 _________;380;__600;600
10Ê162Ê049;14.07.2016 9:22;________ 2015;399;___ _________;0
10Ê084Ê985;22.07.2013 11:42;______ _____ 500 _________;380;______ _____ 600 _________;480
10Ê085Ê114;08.11.2013 14:31;___ _________;0;______ _____ 500 _________;380
10Ê133Ê277;01.09.2014 19:42;_______;300;________;400
10Ê148Ê136;11.05.2016 10:46;___ _________;0;________ 2015;399
10Ê085Ê097;24.10.2012 14:47;___ _________;0;______ _____ 500 _________;380
10Ê085Ê150;23.10.2012 17:31;___ _________;0;______ _____ 500 _________;380
10Ê085Ê141;06.03.2013 11:14;_______;300;______ _____ 500 _________;380
10Ê085Ê205;19.11.2012 20:20;___ _________;0;______ _____ 500 _________;380
10Ê085Ê205;08.08.2014 16:10;______ _____ 500 _________;380;__600;600
10Ê141Ê596;23.03.2016 11:41;___ _________;0;_____ ______ 50;300
10Ê145Ê619;08.01.2016 10:10;___ _________;0;_____ ______ 70;350
10Ê085Ê318;20.10.2012 17:45;___ _________;0;______ _____ 500 _________;380
10Ê133Ê277;02.02.2016 10:32;________;400;___ _________;0
10Ê043Ê324;23.03.2016 11:44;___ _________;0;_____ ______ 50;300
10Ê085Ê274;24.10.2012 12:56;___ _________;0;______ _____ 500 _________;380
10Ê085Ê608;06.11.2012 16:39;___ _________;0;______ _____ 500 _________;380
10Ê037Ê765;15.07.2016 10:46;___ _________;0;_____ ______ 70;350
10Ê174Ê130;23.03.2016 11:46;___ _________;0;_____ ______ 70;350
10Ê085Ê864;24.10.2012 14:17;___ _________;0;_______;300
10Ê085Ê882;01.04.2013 14:03;___ _________;0;______ _____ 500 _________;380
